"class_name1","class_id1","class_name2","class_id2","ddi_risk","description"
"amiloride",4532,"potassium iodide",7246,"Significant","AMILORIDE/POTASSIUM IODIDE [VA Drug Interaction]"
"amiodarone",6920,"ritonavir",6961,"Critical","AMIODARONE/RITONAVIR [VA Drug Interaction]"
"atenolol",4876,"clonidine",4533,"Significant","ATENOLOL/CLONIDINE [VA Drug Interaction]"
"atracurium",7043,"neomycin",7215,"Significant","ATRACURIUM/NEOMYCIN [VA Drug Interaction]"
"atracurium",7043,"netilmicin",6634,"Significant","ATRACURIUM/NETILMICIN [VA Drug Interaction]"
"atracurium",7043,"streptomycin",6850,"Significant","ATRACURIUM/STREPTOMYCIN [VA Drug Interaction]"
"benzphetamine",4616,"isocarboxazid",4540,"Critical","BENZPHETAMINE/ISOCARBOXAZID [VA Drug Interaction]"
"benzphetamine",4616,"pargyline",4146,"Critical","BENZPHETAMINE/PARGYLINE [VA Drug Interaction]"
"benzphetamine",4616,"phenelzine",4033,"Critical","BENZPHETAMINE/PHENELZINE [VA Drug Interaction]"
"benzphetamine",4616,"tranylcypromine",4023,"Critical","BENZPHETAMINE/TRANYLCYPROMINE [VA Drug Interaction]"
"bepridil",5972,"ritonavir",6961,"Significant","BEPRIDIL/RITONAVIR [VA Drug Interaction]"
"betamethasone",6178,"edrophonium",4178,"Significant","BETAMETHASONE/EDROPHONIUM [VA Drug Interaction]"
"betamethasone",6178,"neostigmine",4482,"Significant","BETAMETHASONE/NEOSTIGMINE [VA Drug Interaction]"
"betamethasone",6178,"pyridostigmine",4254,"Significant","BETAMETHASONE/PYRIDOSTIGMINE [VA Drug Interaction]"
"betamethasone",6178,"rifabutin",7026,"Significant","BETAMETHASONE/RIFABUTIN [VA Drug Interaction]"
"betaxolol",5370,"clonidine",4533,"Significant","BETAXOLOL/CLONIDINE [VA Drug Interaction]"
"bumetanide",5948,"streptomycin",6850,"Significant","BUMETANIDE/STREPTOMYCIN [VA Drug Interaction]"
"bumetanide",5948,"kanamycin",6671,"Significant","BUMETANIDE/KANAMYCIN [VA Drug Interaction]"
"bumetanide",5948,"netilmicin",6634,"Significant","BUMETANIDE/NETILMICIN [VA Drug Interaction]"
"butalbital",4494,"warfarin",5376,"Significant","BUTALBITAL/WARFARIN [VA Drug Interaction]"
"carbenicillin",6071,"demeclocycline",6584,"Significant","CARBENICILLIN/DEMECLOCYCLINE [VA Drug Interaction]"
"carbenicillin",6071,"doxycycline",6502,"Significant","CARBENICILLIN/DOXYCYCLINE [VA Drug Interaction]"
"carbenicillin",6071,"minocycline",6552,"Significant","CARBENICILLIN/MINOCYCLINE [VA Drug Interaction]"
"carbenicillin",6071,"oxytetracycline",6562,"Significant","CARBENICILLIN/OXYTETRACYCLINE [VA Drug Interaction]"
"carbenicillin",6071,"tetracycline",6501,"Significant","CARBENICILLIN/TETRACYCLINE [VA Drug Interaction]"
"paroxetine",5625,"perphenazine",6257,"Significant","PAROXETINE/PERPHENAZINE [VA Drug Interaction]"
"cisapride",6588,"sparfloxacin",6174,"Significant","CISAPRIDE/SPARFLOXACIN [VA Drug Interaction]"
"atenolol",4876,"disopyramide",5720,"Significant","ATENOLOL/DISOPYRAMIDE [VA Drug Interaction]"
"disopyramide",5720,"nadolol",5390,"Significant","DISOPYRAMIDE/NADOLOL [VA Drug Interaction]"
"disopyramide",5720,"propranolol",4801,"Significant","DISOPYRAMIDE/PROPRANOLOL [VA Drug Interaction]"
"betaxolol",5370,"disopyramide",5720,"Significant","BETAXOLOL/DISOPYRAMIDE [VA Drug Interaction]"
"acebutolol",5686,"disopyramide",5720,"Critical","ACEBUTOLOL/DISOPYRAMIDE [VA Drug Interaction]"
"carvedilol",6283,"disopyramide",5720,"Significant","CARVEDILOL/DISOPYRAMIDE [VA Drug Interaction]"
"disopyramide",5720,"esmolol",5206,"Significant","DISOPYRAMIDE/ESMOLOL [VA Drug Interaction]"
"disopyramide",5720,"labetalol",5611,"Significant","DISOPYRAMIDE/LABETALOL [VA Drug Interaction]"
"disopyramide",5720,"metoprolol",4888,"Significant","DISOPYRAMIDE/METOPROLOL [VA Drug Interaction]"
"disopyramide",5720,"penbutolol",5159,"Significant","DISOPYRAMIDE/PENBUTOLOL [VA Drug Interaction]"
"disopyramide",5720,"pindolol",4695,"Significant","DISOPYRAMIDE/PINDOLOL [VA Drug Interaction]"
"disopyramide",5720,"sotalol",4940,"Significant","DISOPYRAMIDE/SOTALOL [VA Drug Interaction]"
"disopyramide",5720,"timolol",5484,"Significant","DISOPYRAMIDE/TIMOLOL [VA Drug Interaction]"
"buspirone",6131,"rifabutin",7026,"Significant","BUSPIRONE/RIFABUTIN [VA Drug Interaction]"
"amitriptyline",4982,"rifabutin",7026,"Significant","AMITRIPTYLINE/RIFABUTIN [VA Drug Interaction]"
"amoxapine",5451,"rifabutin",7026,"Significant","AMOXAPINE/RIFABUTIN [VA Drug Interaction]"
"clomipramine",5464,"rifabutin",7026,"Significant","CLOMIPRAMINE/RIFABUTIN [VA Drug Interaction]"
"desipramine",4877,"rifabutin",7026,"Significant","DESIPRAMINE/RIFABUTIN [VA Drug Interaction]"
"doxepin",5003,"rifabutin",7026,"Significant","DOXEPIN/RIFABUTIN [VA Drug Interaction]"
"imipramine",5018,"rifabutin",7026,"Significant","IMIPRAMINE/RIFABUTIN [VA Drug Interaction]"
"nortriptyline",4846,"rifabutin",7026,"Significant","NORTRIPTYLINE/RIFABUTIN [VA Drug Interaction]"
"protriptyline",4845,"rifabutin",7026,"Significant","PROTRIPTYLINE/RIFABUTIN [VA Drug Interaction]"
"rifabutin",7026,"trimipramine",5194,"Significant","RIFABUTIN/TRIMIPRAMINE [VA Drug Interaction]"
"chlorotrianisene",6091,"phenobarbital",4548,"Critical","CHLOROTRIANISENE/PHENOBARBITAL [VA Drug Interaction]"
"diethylstilbestrol",4897,"phenobarbital",4548,"Significant","DIETHYLSTILBESTROL/PHENOBARBITAL [VA Drug Interaction]"
"estradiol",4941,"phenobarbital",4548,"Significant","ESTRADIOL/PHENOBARBITAL [VA Drug Interaction]"
"estrone",4916,"phenobarbital",4548,"Critical","ESTRONE/PHENOBARBITAL [VA Drug Interaction]"
"itraconazole",6956,"quinidine",5573,"Critical","ITRACONAZOLE/QUINIDINE [VA Drug Interaction]"
"phenobarbital",4548,"quinestrol",5951,"Significant","PHENOBARBITAL/QUINESTROL [VA Drug Interaction]"
"carbamazepine",4584,"chlorotrianisene",6091,"Critical","CARBAMAZEPINE/CHLOROTRIANISENE [VA Drug Interaction]"
"carbamazepine",4584,"diethylstilbestrol",4897,"Critical","CARBAMAZEPINE/DIETHYLSTILBESTROL [VA Drug Interaction]"
"carbamazepine",4584,"estradiol",4941,"Significant","CARBAMAZEPINE/ESTRADIOL [VA Drug Interaction]"
"carbamazepine",4584,"estrone",4916,"Critical","CARBAMAZEPINE/ESTRONE [VA Drug Interaction]"
"carbamazepine",4584,"quinestrol",5951,"Critical","CARBAMAZEPINE/QUINESTROL [VA Drug Interaction]"
"chlorotrianisene",6091,"phenytoin",4724,"Critical","CHLOROTRIANISENE/PHENYTOIN [VA Drug Interaction]"
"diethylstilbestrol",4897,"phenytoin",4724,"Critical","DIETHYLSTILBESTROL/PHENYTOIN [VA Drug Interaction]"
"estradiol",4941,"phenytoin",4724,"Significant","ESTRADIOL/PHENYTOIN [VA Drug Interaction]"
"estrone",4916,"phenytoin",4724,"Significant","ESTRONE/PHENYTOIN [VA Drug Interaction]"
"phenytoin",4724,"quinestrol",5951,"Critical","PHENYTOIN/QUINESTROL [VA Drug Interaction]"
"nefazodone",6611,"tacrolimus",6996,"Critical","NEFAZODONE/TACROLIMUS [VA Drug Interaction]"
"diltiazem",6338,"lovastatin",6268,"Significant","DILTIAZEM/LOVASTATIN [VA Drug Interaction]"
"efavirenz",5474,"warfarin",5376,"Significant","EFAVIRENZ/WARFARIN [VA Drug Interaction]"
"citalopram",5570,"phenelzine",4033,"Critical","CITALOPRAM/PHENELZINE [VA Drug Interaction]"
"citalopram",5570,"tranylcypromine",4023,"Critical","CITALOPRAM/TRANYLCYPROMINE [VA Drug Interaction]"
"citalopram",5570,"pargyline",4146,"Critical","CITALOPRAM/PARGYLINE [VA Drug Interaction]"
"citalopram",5570,"isocarboxazid",4540,"Critical","CITALOPRAM/ISOCARBOXAZID [VA Drug Interaction]"
"astemizole",6557,"cisapride",6588,"Critical","ASTEMIZOLE/CISAPRIDE [VA Drug Interaction]"
"itraconazole",6956,"lovastatin",6268,"Critical","ITRACONAZOLE/LOVASTATIN [VA Drug Interaction]"
"fluconazole",5348,"lovastatin",6268,"Critical","FLUCONAZOLE/LOVASTATIN [VA Drug Interaction]"
"ketoconazole",6786,"lovastatin",6268,"Critical","KETOCONAZOLE/LOVASTATIN [VA Drug Interaction]"
"itraconazole",6956,"simvastatin",6371,"Critical","ITRACONAZOLE/SIMVASTATIN [VA Drug Interaction]"
"fluconazole",5348,"simvastatin",6371,"Critical","FLUCONAZOLE/SIMVASTATIN [VA Drug Interaction]"
"ketoconazole",6786,"simvastatin",6371,"Critical","KETOCONAZOLE/SIMVASTATIN [VA Drug Interaction]"
"diltiazem",6338,"simvastatin",6371,"Significant","DILTIAZEM/SIMVASTATIN [VA Drug Interaction]"
"lovastatin",6268,"verapamil",6542,"Critical","LOVASTATIN/VERAPAMIL [VA Drug Interaction]"
"simvastatin",6371,"verapamil",6542,"Critical","SIMVASTATIN/VERAPAMIL [VA Drug Interaction]"
"doxacurium",7058,"gentamicin",7228,"Significant","DOXACURIUM/GENTAMICIN [VA Drug Interaction]"
"gentamicin",7228,"mivacurium",7057,"Significant","GENTAMICIN/MIVACURIUM [VA Drug Interaction]"
"gentamicin",7228,"pipecuronium",6878,"Significant","GENTAMICIN/PIPECURONIUM [VA Drug Interaction]"
"mephentermine",4162,"phenelzine",4033,"Critical","MEPHENTERMINE/PHENELZINE [VA Drug Interaction]"
"mephentermine",4162,"pargyline",4146,"Critical","MEPHENTERMINE/PARGYLINE [VA Drug Interaction]"
"isocarboxazid",4540,"mephentermine",4162,"Critical","ISOCARBOXAZID/MEPHENTERMINE [VA Drug Interaction]"
"mephentermine",4162,"tranylcypromine",4023,"Critical","MEPHENTERMINE/TRANYLCYPROMINE [VA Drug Interaction]"
"amikacin",6858,"doxacurium",7058,"Significant","AMIKACIN/DOXACURIUM [VA Drug Interaction]"
"amikacin",6858,"mivacurium",7057,"Significant","AMIKACIN/MIVACURIUM [VA Drug Interaction]"
"amikacin",6858,"pipecuronium",6878,"Significant","AMIKACIN/PIPECURONIUM [VA Drug Interaction]"
"doxacurium",7058,"netilmicin",6634,"Significant","DOXACURIUM/NETILMICIN [VA Drug Interaction]"
"mivacurium",7057,"netilmicin",6634,"Significant","MIVACURIUM/NETILMICIN [VA Drug Interaction]"
"netilmicin",6634,"pipecuronium",6878,"Significant","NETILMICIN/PIPECURONIUM [VA Drug Interaction]"
"doxacurium",7058,"tobramycin",6596,"Significant","DOXACURIUM/TOBRAMYCIN [VA Drug Interaction]"
"mivacurium",7057,"tobramycin",6596,"Significant","MIVACURIUM/TOBRAMYCIN [VA Drug Interaction]"
"pipecuronium",6878,"tobramycin",6596,"Significant","PIPECURONIUM/TOBRAMYCIN [VA Drug Interaction]"
"doxacurium",7058,"streptomycin",6850,"Significant","DOXACURIUM/STREPTOMYCIN [VA Drug Interaction]"
"mivacurium",7057,"streptomycin",6850,"Significant","MIVACURIUM/STREPTOMYCIN [VA Drug Interaction]"
"pipecuronium",6878,"streptomycin",6850,"Significant","PIPECURONIUM/STREPTOMYCIN [VA Drug Interaction]"
"doxacurium",7058,"kanamycin",6671,"Significant","DOXACURIUM/KANAMYCIN [VA Drug Interaction]"
"kanamycin",6671,"mivacurium",7057,"Significant","KANAMYCIN/MIVACURIUM [VA Drug Interaction]"
"kanamycin",6671,"pipecuronium",6878,"Significant","KANAMYCIN/PIPECURONIUM [VA Drug Interaction]"
"atracurium",7043,"kanamycin",6671,"Significant","ATRACURIUM/KANAMYCIN [VA Drug Interaction]"
"doxacurium",7058,"neomycin",7215,"Significant","DOXACURIUM/NEOMYCIN [VA Drug Interaction]"
"mivacurium",7057,"neomycin",7215,"Significant","MIVACURIUM/NEOMYCIN [VA Drug Interaction]"
"neomycin",7215,"pancuronium",6839,"Significant","NEOMYCIN/PANCURONIUM [VA Drug Interaction]"
"neomycin",7215,"pipecuronium",6878,"Significant","NEOMYCIN/PIPECURONIUM [VA Drug Interaction]"
"neomycin",7215,"tubocurarine",6887,"Significant","NEOMYCIN/TUBOCURARINE [VA Drug Interaction]"
"neomycin",7215,"vecuronium",6817,"Significant","NEOMYCIN/VECURONIUM [VA Drug Interaction]"
"netilmicin",6634,"pancuronium",6839,"Significant","NETILMICIN/PANCURONIUM [VA Drug Interaction]"
"netilmicin",6634,"tubocurarine",6887,"Significant","NETILMICIN/TUBOCURARINE [VA Drug Interaction]"
"netilmicin",6634,"vecuronium",6817,"Significant","NETILMICIN/VECURONIUM [VA Drug Interaction]"
"pancuronium",6839,"streptomycin",6850,"Significant","PANCURONIUM/STREPTOMYCIN [VA Drug Interaction]"
"streptomycin",6850,"tubocurarine",6887,"Significant","STREPTOMYCIN/TUBOCURARINE [VA Drug Interaction]"
"streptomycin",6850,"vecuronium",6817,"Significant","STREPTOMYCIN/VECURONIUM [VA Drug Interaction]"
"tranylcypromine",4023,"zolmitriptan",5097,"Critical","TRANYLCYPROMINE/ZOLMITRIPTAN [VA Drug Interaction]"
"pimozide",6572,"zileuton",4586,"Critical","PIMOZIDE/ZILEUTON [VA Drug Interaction]"
"fluconazole",5348,"pimozide",6572,"Significant","FLUCONAZOLE/PIMOZIDE [VA Drug Interaction]"
"fluoxetine",5387,"thioridazine",6010,"Critical","FLUOXETINE/THIORIDAZINE [VA Drug Interaction]"
"fluoxetine",5387,"mesoridazine",6138,"Significant","FLUOXETINE/MESORIDAZINE [VA Drug Interaction]"
"mesoridazine",6138,"pindolol",4695,"Critical","MESORIDAZINE/PINDOLOL [VA Drug Interaction]"
"mesoridazine",6138,"propranolol",4801,"Critical","MESORIDAZINE/PROPRANOLOL [VA Drug Interaction]"
"mesoridazine",6138,"paroxetine",5625,"Significant","MESORIDAZINE/PAROXETINE [VA Drug Interaction]"
"efavirenz",5474,"saquinavir",6942,"Significant","EFAVIRENZ/SAQUINAVIR [VA Drug Interaction]"
"ferrous sulfate",7444,"levofloxacin",5924,"Significant","FERROUS SULFATE/LEVOFLOXACIN [VA Drug Interaction]"
"didanosine",4581,"pentamidine",5727,"Significant","DIDANOSINE/PENTAMIDINE [VA Drug Interaction]"
"calcium carbonate",3919,"levofloxacin",5924,"Significant","CALCIUM CARBONATE/LEVOFLOXACIN [VA Drug Interaction]"
"quinidine",5573,"vardenafil",6685,"Critical","QUINIDINE/VARDENAFIL [VA Drug Interaction]"
"topiramate",5710,"valproic acid",4064,"Significant","TOPIRAMATE/VALPROIC ACID [VA Drug Interaction]"
"gatifloxacin",6045,"tolbutamide",4915,"Significant","GATIFLOXACIN/TOLBUTAMIDE [VA Drug Interaction]"
"alprazolam",5386,"buprenorphine",6597,"Significant","ALPRAZOLAM/BUPRENORPHINE [VA Drug Interaction]"
"buprenorphine",6597,"chlordiazepoxide",5266,"Significant","BUPRENORPHINE/CHLORDIAZEPOXIDE [VA Drug Interaction]"
"buprenorphine",6597,"clonazepam",5476,"Significant","BUPRENORPHINE/CLONAZEPAM [VA Drug Interaction]"
"buprenorphine",6597,"diazepam",5063,"Significant","BUPRENORPHINE/DIAZEPAM [VA Drug Interaction]"
"buprenorphine",6597,"estazolam",5198,"Significant","BUPRENORPHINE/ESTAZOLAM [VA Drug Interaction]"
"buprenorphine",6597,"lorazepam",5531,"Significant","BUPRENORPHINE/LORAZEPAM [VA Drug Interaction]"
"buprenorphine",6597,"midazolam",5586,"Significant","BUPRENORPHINE/MIDAZOLAM [VA Drug Interaction]"
"buprenorphine",6597,"oxazepam",5089,"Significant","BUPRENORPHINE/OXAZEPAM [VA Drug Interaction]"
"buprenorphine",6597,"ritonavir",6961,"Significant","BUPRENORPHINE/RITONAVIR [VA Drug Interaction]"
"buprenorphine",6597,"temazepam",5280,"Significant","BUPRENORPHINE/TEMAZEPAM [VA Drug Interaction]"
"cholestyramine",5232,"mycophenolate mofetil",6451,"Significant","CHOLESTYRAMINE/MYCOPHENOLATE MOFETIL [VA Drug Interaction]"
"clonazepam",5476,"fluoxetine",5387,"Significant","CLONAZEPAM/FLUOXETINE [VA Drug Interaction]"
"dofetilide",6496,"vardenafil",6685,"Significant","DOFETILIDE/VARDENAFIL [VA Drug Interaction]"
"duloxetine",5241,"paroxetine",5625,"Significant","DULOXETINE/PAROXETINE [VA Drug Interaction]"
"lamotrigine",4769,"levonorgestrel",5436,"Significant","LAMOTRIGINE/LEVONORGESTREL [VA Drug Interaction]"
"lamotrigine",4769,"mestranol",5408,"Significant","LAMOTRIGINE/MESTRANOL [VA Drug Interaction]"
"lamotrigine",4769,"norelgestromin",5606,"Significant","LAMOTRIGINE/NORELGESTROMIN [VA Drug Interaction]"
"lamotrigine",4769,"norethynodrel",5254,"Significant","LAMOTRIGINE/NORETHYNODREL [VA Drug Interaction]"
"lamotrigine",4769,"norgestimate",6001,"Significant","LAMOTRIGINE/NORGESTIMATE [VA Drug Interaction]"
"orlistat",6708,"warfarin",5376,"Significant","ORLISTAT/WARFARIN [VA Drug Interaction]"
"phenoxybenzamine",5320,"vardenafil",6685,"Significant","PHENOXYBENZAMINE/VARDENAFIL [VA Drug Interaction]"
"phentolamine",5027,"vardenafil",6685,"Significant","PHENTOLAMINE/VARDENAFIL [VA Drug Interaction]"
"fosamprenavir",6859,"methysergide",5841,"Critical","FOSAMPRENAVIR/METHYSERGIDE [VA Drug Interaction]"
"fosamprenavir",6859,"midazolam",5586,"Critical","FOSAMPRENAVIR/MIDAZOLAM [VA Drug Interaction]"
"fosamprenavir",6859,"quinidine",5573,"Significant","FOSAMPRENAVIR/QUINIDINE [VA Drug Interaction]"
"fosamprenavir",6859,"simvastatin",6371,"Critical","FOSAMPRENAVIR/SIMVASTATIN [VA Drug Interaction]"
"fosamprenavir",6859,"triazolam",5756,"Critical","FOSAMPRENAVIR/TRIAZOLAM [VA Drug Interaction]"
"levofloxacin",5924,"mesoridazine",6138,"Critical","LEVOFLOXACIN/MESORIDAZINE [VA Drug Interaction]"
"levofloxacin",5924,"thioridazine",6010,"Critical","LEVOFLOXACIN/THIORIDAZINE [VA Drug Interaction]"
"mesoridazine",6138,"moxifloxacin",6243,"Critical","MESORIDAZINE/MOXIFLOXACIN [VA Drug Interaction]"
"moxifloxacin",6243,"thioridazine",6010,"Critical","MOXIFLOXACIN/THIORIDAZINE [VA Drug Interaction]"
"paroxetine",5625,"linezolid",5690,"Critical","LINEZOLID/PAROXETINE [VA Drug Interaction]"
"phenylalanine",4169,"nitisinone",5622,"Significant","NITISINONE/PHENYLALANINE [VA Drug Interaction]"
"selegiline",4286,"tryptophan",4358,"Significant","SELEGILINE/TRYPTOPHAN [VA Drug Interaction]"
"prazosin",7148,"tadalafil",6161,"Significant","PRAZOSIN/TADALAFIL [VA Drug Interaction]"
"tadalafil",6161,"terazosin",6141,"Significant","TADALAFIL/TERAZOSIN [VA Drug Interaction]"
"doxazosin",6528,"tadalafil",6161,"Significant","DOXAZOSIN/TADALAFIL [VA Drug Interaction]"
"terazosin",6141,"vardenafil",6685,"Significant","TERAZOSIN/VARDENAFIL [VA Drug Interaction]"
"baclofen",4421,"sodium oxybate",7482,"Critical","BACLOFEN/SODIUM OXYBATE [VA Drug Interaction]"
"buprenorphine",6597,"sodium oxybate",7482,"Critical","BUPRENORPHINE/SODIUM OXYBATE [VA Drug Interaction]"
"butorphanol",5607,"sodium oxybate",7482,"Critical","BUTORPHANOL/SODIUM OXYBATE [VA Drug Interaction]"
"tobramycin",6596,"vecuronium",6817,"Significant","TOBRAMYCIN/VECURONIUM [VA Drug Interaction]"
"sumatriptan",5208,"tranylcypromine",4023,"Critical","SUMATRIPTAN/TRANYLCYPROMINE [VA Drug Interaction]"
"phenelzine",4033,"sumatriptan",5208,"Critical","PHENELZINE/SUMATRIPTAN [VA Drug Interaction]"
"ticlopidine",4848,"warfarin",5376,"Significant","TICLOPIDINE/WARFARIN [VA Drug Interaction]"
"gemfibrozil",4713,"warfarin",5376,"Significant","GEMFIBROZIL/WARFARIN [VA Drug Interaction]"
"clarithromycin",6969,"warfarin",5376,"Critical","CLARITHROMYCIN/WARFARIN [VA Drug Interaction]"
"griseofulvin",5839,"warfarin",5376,"Significant","GRISEOFULVIN/WARFARIN [VA Drug Interaction]"
"pargyline",4146,"sumatriptan",5208,"Critical","PARGYLINE/SUMATRIPTAN [VA Drug Interaction]"
"lovastatin",6268,"warfarin",5376,"Significant","LOVASTATIN/WARFARIN [VA Drug Interaction]"
"amitriptyline",4982,"rifapentine",7031,"Significant","AMITRIPTYLINE/RIFAPENTINE [VA Drug Interaction]"
"amoxapine",5451,"rifapentine",7031,"Significant","AMOXAPINE/RIFAPENTINE [VA Drug Interaction]"
"betamethasone",6178,"rifapentine",7031,"Significant","BETAMETHASONE/RIFAPENTINE [VA Drug Interaction]"
"buspirone",6131,"rifapentine",7031,"Significant","BUSPIRONE/RIFAPENTINE [VA Drug Interaction]"
"clomipramine",5464,"rifapentine",7031,"Significant","CLOMIPRAMINE/RIFAPENTINE [VA Drug Interaction]"
"desipramine",4877,"rifapentine",7031,"Significant","DESIPRAMINE/RIFAPENTINE [VA Drug Interaction]"
"desogestrel",5409,"rifapentine",7031,"Critical","DESOGESTREL/RIFAPENTINE [VA Drug Interaction]"
"doxepin",5003,"rifapentine",7031,"Significant","DOXEPIN/RIFAPENTINE [VA Drug Interaction]"
"fluconazole",5348,"rifapentine",7031,"Critical","FLUCONAZOLE/RIFAPENTINE [VA Drug Interaction]"
"fludrocortisone",6084,"rifapentine",7031,"Significant","FLUDROCORTISONE/RIFAPENTINE [VA Drug Interaction]"
"hydrocortisone",5936,"rifapentine",7031,"Significant","HYDROCORTISONE/RIFAPENTINE [VA Drug Interaction]"
"imipramine",5018,"rifapentine",7031,"Significant","IMIPRAMINE/RIFAPENTINE [VA Drug Interaction]"
"itraconazole",6956,"rifapentine",7031,"Critical","ITRACONAZOLE/RIFAPENTINE [VA Drug Interaction]"
"ketoconazole",6786,"rifapentine",7031,"Critical","KETOCONAZOLE/RIFAPENTINE [VA Drug Interaction]"
"levonorgestrel",5436,"rifapentine",7031,"Significant","LEVONORGESTREL/RIFAPENTINE [VA Drug Interaction]"
"medroxyprogesterone",5769,"rifapentine",7031,"Significant","MEDROXYPROGESTERONE/RIFAPENTINE [VA Drug Interaction]"
"mestranol",5408,"rifapentine",7031,"Critical","MESTRANOL/RIFAPENTINE [VA Drug Interaction]"
"norethynodrel",5254,"rifapentine",7031,"Significant","NORETHYNODREL/RIFAPENTINE [VA Drug Interaction]"
"norgestimate",6001,"rifapentine",7031,"Significant","NORGESTIMATE/RIFAPENTINE [VA Drug Interaction]"
"nortriptyline",4846,"rifapentine",7031,"Significant","NORTRIPTYLINE/RIFAPENTINE [VA Drug Interaction]"
"protriptyline",4845,"rifapentine",7031,"Significant","PROTRIPTYLINE/RIFAPENTINE [VA Drug Interaction]"
"quinidine",5573,"rifapentine",7031,"Significant","QUINIDINE/RIFAPENTINE [VA Drug Interaction]"
"rifapentine",7031,"saquinavir",6942,"Critical","RIFAPENTINE/SAQUINAVIR [VA Drug Interaction]"
"rifapentine",7031,"trimipramine",5194,"Significant","RIFAPENTINE/TRIMIPRAMINE [VA Drug Interaction]"
"amitriptyline",4982,"carbamazepine",4584,"Significant","AMITRIPTYLINE/CARBAMAZEPINE [VA Drug Interaction]"
"carbamazepine",4584,"nortriptyline",4846,"Significant","CARBAMAZEPINE/NORTRIPTYLINE [VA Drug Interaction]"
"carbamazepine",4584,"protriptyline",4845,"Significant","CARBAMAZEPINE/PROTRIPTYLINE [VA Drug Interaction]"
"amoxapine",5451,"carbamazepine",4584,"Significant","AMOXAPINE/CARBAMAZEPINE [VA Drug Interaction]"
"carbamazepine",4584,"clomipramine",5464,"Significant","CARBAMAZEPINE/CLOMIPRAMINE [VA Drug Interaction]"
"carbamazepine",4584,"desipramine",4877,"Significant","CARBAMAZEPINE/DESIPRAMINE [VA Drug Interaction]"
